Hlava,Nazov Hlavy,Paragraf,Nazov Paragrafu
X. Hlava,"TRESTNÉ ČINY PROTI BRANNOSTI, PROTI CIVILNEJ SLUŽBE, PROTI SLUŽBE 
V OZBROJENýCH SILÁCH A PROTI OBRANE VLASTI",§ 379,Trestný čin marenia spôsobilosti na službu
X. Hlava,"TRESTNÉ ČINY PROTI BRANNOSTI, PROTI CIVILNEJ SLUŽBE, PROTI SLUŽBE 
V OZBROJENýCH SILÁCH A PROTI OBRANE VLASTI",§ 380,Trestný čin neplnenia odvodnej povinnosti
X. Hlava,"TRESTNÉ ČINY PROTI BRANNOSTI, PROTI CIVILNEJ SLUŽBE, PROTI SLUŽBE 
V OZBROJENýCH SILÁCH A PROTI OBRANE VLASTI",§ 381,Trestný čin obchádzania brannej povinnosti
X. Hlava,"TRESTNÉ ČINY PROTI BRANNOSTI, PROTI CIVILNEJ SLUŽBE, PROTI SLUŽBE 
V OZBROJENýCH SILÁCH A PROTI OBRANE VLASTI",§ 382,Trestný čin nenastúpenia civilnej služby
,"TRESTNÉ ČINY PROTI BRANNOSTI, PROTI CIVILNEJ SLUŽBE, PROTI SLUŽBE 
V OZBROJENýCH SILÁCH A PROTI OBRANE VLASTI",§ 383,Trestný čin nenastúpenia civilnej služby
X. Hlava,"TRESTNÉ ČINY PROTI BRANNOSTI, PROTI CIVILNEJ SLUŽBE, PROTI SLUŽBE 
V OZBROJENýCH SILÁCH A PROTI OBRANE VLASTI",§ 384,Trestný čin vyhýbaniu sa výkonu civilnej služby
,"TRESTNÉ ČINY PROTI BRANNOSTI, PROTI CIVILNEJ SLUŽBE, PROTI SLUŽBE 
V OZBROJENýCH SILÁCH A PROTI OBRANE VLASTI",§ 385,Trestný čin vyhýbaniu sa výkonu civilnej služby
X. Hlava,"TRESTNÉ ČINY PROTI BRANNOSTI, PROTI CIVILNEJ SLUŽBE, PROTI SLUŽBE 
V OZBROJENýCH SILÁCH A PROTI OBRANE VLASTI",§ 386,Trestný čin nenastúpenia služby v ozbrojených silách
,"TRESTNÉ ČINY PROTI BRANNOSTI, PROTI CIVILNEJ SLUŽBE, PROTI SLUŽBE 
V OZBROJENýCH SILÁCH A PROTI OBRANE VLASTI",§ 387,Trestný čin nenastúpenia služby v ozbrojených silách
,"TRESTNÉ ČINY PROTI BRANNOSTI, PROTI CIVILNEJ SLUŽBE, PROTI SLUŽBE 
V OZBROJENýCH SILÁCH A PROTI OBRANE VLASTI",§ 388,Trestný čin nenastúpenia služby v ozbrojených silách
X. Hlava,"TRESTNÉ ČINY PROTI BRANNOSTI, PROTI CIVILNEJ SLUŽBE, PROTI SLUŽBE 
V OZBROJENýCH SILÁCH A PROTI OBRANE VLASTI",§ 389,Trestný čin porušovania osobných a vecných povinností
X. Hlava,"TRESTNÉ ČINY PROTI BRANNOSTI, PROTI CIVILNEJ SLUŽBE, PROTI SLUŽBE 
V OZBROJENýCH SILÁCH A PROTI OBRANE VLASTI",§ 390,Trestný čin spolupráce s nepriateI’om
X. Hlava,"TRESTNÉ ČINY PROTI BRANNOSTI, PROTI CIVILNEJ SLUŽBE, PROTI SLUŽBE 
V OZBROJENýCH SILÁCH A PROTI OBRANE VLASTI",§ 391,Trestný čin vojnovej zrady
X. Hlava,"TRESTNÉ ČINY PROTI BRANNOSTI, PROTI CIVILNEJ SLUŽBE, PROTI SLUŽBE 
V OZBROJENýCH SILÁCH A PROTI OBRANE VLASTI",§ 392,Trestný čin služby v cudzom vojsku
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 393,Trestný čin neuposlúchnutia rozkazu
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 394,Trestný čin neuposlúchnutia rozkazu
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 395,Trestný čin sprotivenia alebo donútenia porušit’ vojenskú povinnost’
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 396,Trestný čin urážky medzi vojakmi
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 397,Trestný čin urážky medzi vojakmi
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 398,Trestný čin urážky medzi vojakmi
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 399,Trestný čin násilia voči nadriadenému
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 400,Trestný čin porušovania práv a chránených záujmov vojakov
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 401,Trestný čin vyhýbanie sa služobnému úkonu alebo výkonu vojenskej služby
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 402,Trestný čin vyhýbanie sa služobnému úkonu alebo výkonu vojenskej služby
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 403,Trestný čin vyhýbanie sa služobnému úkonu alebo výkonu vojenskej služby
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 404,Trestný čin vyhýbanie sa služobnému úkonu alebo výkonu vojenskej služby
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 405,Trestný čin dezercie
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 406,Trestný čin dezercie
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 407,Trestný čin porušovania povinností strážnej služby
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 408,Trestný čin porušovania povinností dozornej služby
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 409,Trestný čin porušovania povinností pri obrane vzdušného priestoru
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 410,Trestný čin ohrozovania morálneho stavu jednotky
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 411,Trestný čin porušovania služobných povinností
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 412,Trestný čin zbabelosti pred nepriateI’om
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 413,Trestný čin nesplnenia bojovej úlohy
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 414,Trestný čin opustenia bojových prostriedkov
XI. Hlava,TRESTNĚ ČINY VOJENSKÉ,§ 415,Trestný čin vydania bojových prostriedkov nepriateI’ovi
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 417,Trestný čin ohrozenia mieru
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 418,Trestný čin genocídia
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 419,Trestný čin teroristického útoku
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 419a,Trestný čin účasti na bojovej činnosti organizovanej ozbrojenej skupiny na území iného štátu
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 419b,Trestný čin niektorých formiem účasti na terorizme
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 419c,Trestný čin financovania terorizmu
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 419d,Trestný čin cestovania na účel terorizmu
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 420,Trestný čin mučenia a iné neI’udské alebo kruté zaobchádzanie
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 420a,Trestný čin nedobrovol'ného zmiznutia
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 421,"Trestný čin založenia, podpory a propagácie hnutia smerujúceho k potlačeniu základnych práv a slobôd"
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 422,Trestný čin prejavu sympatie k hnutiu smerujúcemu k potlačeniu základných práv a slobôd
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 422a,Trestný čin výroby extrémistických materiálov
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 422b,Trestný čin rozširovania extrémistických materiálov
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 422c,Trestný čin prechovávania extrémistických materiálov
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 422d,"Trestný čin popierania a schvaI’ovania holokaustu, zločinov politických režimov a zločinov proti l’udskosti"
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 423,"Trestný čin hanobenia národa, rasy a presvedčenia"
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 424,"Trestný čin podnecovania k národnostnej, rasovej a etnickej nenávisti"
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 424a,Trestný čin apartheidu a diskriminácie skupiny osôb
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 425,Trestný čin nel’udskosti
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 426,Trestný čin používania zakázaného bojového prostriedku a nedovoleného vedenie boja
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 427,Trestný čin plienenia v priestore vojnových operácií
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 428,Trestný čin zneužívania medzinárodne uznávanych označeni a štátnych znakov
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 429,Trestný čin útoku proti parlamentárovi
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 430,Trestný čin zneužitia rekviračného práva
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 431,Trestný čin vojnovej krutosti
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 432,Trestný čin perzekúcie obyvateI’stva
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 433,Trestný čin vojnového bezprávia
XII. Hlava,"TRESTNÉ ČINY PROTI MIERU, PROTI ĽUDSKOSTI, TRESTNÉ ČINY TERORIZMU,
EXTRÉMIZMU A TRESTNÉ ČINY VOJNOVÉ",§ 434,Trestný čin ohrozenia kultúrnych hodnôt
